,REQUEST_GUID,FORM_ID,COUNTRY,USAGE,UPDATE_DT,FUNCTION,RESULT_INDICATOR,OPERATOR,LIMIT,UNIT,HIGH_OPERATOR,HIGH_LIMIT,CITATION,REGLINK,COMMENTS,CITATION_UPDATE_IN_PROGRESS,REGULATION_NAME
1023934,20211122226,17787,Mongolia,Tea (instant),2021-11-22,Pesticides,LIMITED,<=,5.0,PPM,-,,MNS 5868:2008 Maximum residue limit of pesticides in food products (Mongolian)(Copyright) - Pesticide Residues,doc=mn_mns5868_2008_crn.pdf&pg=4,**Citation details:**<br>    **Substance:** ÐÐ°ÑÐ±ÐµÐ½Ð´Ð°Ð·Ð¸Ð¼ **function:** Pesticides  **usage:** Food [ÑÐ¾Ð¾Ð» ÑÒ¯Ð½Ñ]   **Class** PESTICIDES: FUNGICIDE ,0,
1023935,20211122226,17787,Mongolia,Tea (ready-to-drink),2021-11-22,Pesticides,LIMITED,<=,5.0,PPM,-,,MNS 5868:2008 Maximum residue limit of pesticides in food products (Mongolian)(Copyright) - Pesticide Residues,doc=mn_mns5868_2008_crn.pdf&pg=4,**Citation details:**<br>    **Substance:** ÐÐ°ÑÐ±ÐµÐ½Ð´Ð°Ð·Ð¸Ð¼ **function:** Pesticides  **usage:** Food [ÑÐ¾Ð¾Ð» ÑÒ¯Ð½Ñ]   **Class** PESTICIDES: FUNGICIDE ,0,
1023937,20211122226,17787,WHO,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,-,10000.0,PPM,-,,Recommended Classification of Pesticides by Hazard and guidelines to classification (2019) - Pesticide Residues,doc=who_class_pest_2019.pdf&pg=50,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Food   **Class** PESTICIDES: FUNGICIDE ,0,
1023938,20211122226,17787,WHO,Tea (instant),2021-11-22,Pesticides,LIMITED,-,10000.0,PPM,-,,Recommended Classification of Pesticides by Hazard and guidelines to classification (2019) - Pesticide Residues,doc=who_class_pest_2019.pdf&pg=50,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Food   **Class** PESTICIDES: FUNGICIDE ,0,
1023939,20211122226,17787,WHO,Tea (ready-to-drink),2021-11-22,Pesticides,LIMITED,-,10000.0,PPM,-,,Recommended Classification of Pesticides by Hazard and guidelines to classification (2019) - Pesticide Residues,doc=who_class_pest_2019.pdf&pg=50,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Food   **Class** PESTICIDES: FUNGICIDE ,0,
1023952,20211122226,17787,New Caledonia,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.1,PPM,-,,"Order of August 5, 1992 (Consolidated-2008): Eligible pesticide residues (French) - Annexe IV",doc=fr_arrete_5_aout_1992_cons08.pdf&pg=65,**Citation details:**<br>    **Substance:** Carbendazime **function:** Pesticides  **usage:** autres graines olÃ©agineuses- thÃ©- houblon **country:** France  **Class** PESTICIDES: FUNGICIDE ,0,
1023957,20211122226,17787,Yemen,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,NOT PERMITTED,-,0.0,,-,,Pesticides Act of Cooperation Council for the Arab States of the Gulf 2005 - Amendment 2017: List of banned pesticides (English) - Pesticide Residues,doc=gcc_lits_ban_pest_2017_en.pdf&pg=2,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Food **country:** GCC  **Class** PESTICIDES: FUNGICIDE ,0,
1023958,20211122226,17787,Yemen,Tea (instant),2021-11-22,Pesticides,NOT PERMITTED,-,0.0,,-,,Pesticides Act of Cooperation Council for the Arab States of the Gulf 2005 - Amendment 2017: List of banned pesticides (English) - Pesticide Residues,doc=gcc_lits_ban_pest_2017_en.pdf&pg=2,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Food **country:** GCC  **Class** PESTICIDES: FUNGICIDE ,0,
1023959,20211122226,17787,Yemen,Tea (ready-to-drink),2021-11-22,Pesticides,NOT PERMITTED,-,0.0,,-,,Pesticides Act of Cooperation Council for the Arab States of the Gulf 2005 - Amendment 2017: List of banned pesticides (English) - Pesticide Residues,doc=gcc_lits_ban_pest_2017_en.pdf&pg=2,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Food **country:** GCC  **Class** PESTICIDES: FUNGICIDE ,0,
1023963,20211122226,17787,Palestine,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,500000.0,PPM,-,,Ministry of Agriculture - Microbial Pesticides [Arabic] - Pesticide Residues 1,doc=ps_microbial_pest_ar.pdf&pg=1,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Ø·Ø¹Ø§Ù [Food]   **Class** PESTICIDES: FUNGICIDE ,0,
1023964,20211122226,17787,Palestine,Tea (instant),2021-11-22,Pesticides,LIMITED,<=,500000.0,PPM,-,,Ministry of Agriculture - Microbial Pesticides [Arabic] - Pesticide Residues 1,doc=ps_microbial_pest_ar.pdf&pg=1,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Ø·Ø¹Ø§Ù [Food]   **Class** PESTICIDES: FUNGICIDE ,0,
1023965,20211122226,17787,Palestine,Tea (ready-to-drink),2021-11-22,Pesticides,LIMITED,<=,500000.0,PPM,-,,Ministry of Agriculture - Microbial Pesticides [Arabic] - Pesticide Residues 1,doc=ps_microbial_pest_ar.pdf&pg=1,**Citation details:**<br>    **Substance:** Carbendazim **function:** Pesticides  **usage:** Ø·Ø¹Ø§Ù [Food]   **Class** PESTICIDES: FUNGICIDE ,0,
1023967,20211122226,17787,Mali,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,NOT PERMITTED,-,0.0,,-,,Interministerial Decree 2015-1535/mci/Mef-sg: List of products prohibited for import and export (French) - Pesticide Residues,doc=ml_arrete_2015_1535_mci_fr.pdf&pg=1,**Citation details:**<br>    **Substance:** Pesticides non homologuÃ©s **function:** Pesticides  **usage:** Food [Aliments]   **Class** PESTICIDES: FUNGICIDE ,0,
1023968,20211122226,17787,Mali,Tea (instant),2021-11-22,Pesticides,NOT PERMITTED,-,0.0,,-,,Interministerial Decree 2015-1535/mci/Mef-sg: List of products prohibited for import and export (French) - Pesticide Residues,doc=ml_arrete_2015_1535_mci_fr.pdf&pg=1,**Citation details:**<br>    **Substance:** Pesticides non homologuÃ©s **function:** Pesticides  **usage:** Food [Aliments]   **Class** PESTICIDES: FUNGICIDE ,0,
1023969,20211122226,17787,Mali,Tea (ready-to-drink),2021-11-22,Pesticides,NOT PERMITTED,-,0.0,,-,,Interministerial Decree 2015-1535/mci/Mef-sg: List of products prohibited for import and export (French) - Pesticide Residues,doc=ml_arrete_2015_1535_mci_fr.pdf&pg=1,**Citation details:**<br>    **Substance:** Pesticides non homologuÃ©s **function:** Pesticides  **usage:** Food [Aliments]   **Class** PESTICIDES: FUNGICIDE ,0,
1112583,20211122226,264998,Belgium,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112584,20211122226,264998,Belgium,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112585,20211122226,264998,Finland,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112586,20211122226,264998,Finland,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112587,20211122226,264998,Netherlands,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112588,20211122226,264998,Netherlands,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112589,20211122226,264998,Spain,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.1,PPM,-,,"Real Decreto 569/1990 - ModificaciÃ³n: Orden PRE/2170/2007, de 13 de julio, Anexo II (LÃ­mites mÃ¡ximos de residuos de plaguicidas) - Anexo II dup",doc=es_ord_2170_2007.pdf&pg=17,**Citation details:**<br>    **Substance:** Acetamiprid **function:** Pesticides  **usage:** Tea [leaves and stems dried- fermented or not- of camellia sinensis] - TE [hojas y tallos desecados- fermentados o no- de camelia sinensis]   **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112590,20211122226,264998,Sweden,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112591,20211122226,264998,Sweden,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112592,20211122226,264998,Denmark,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112593,20211122226,264998,Denmark,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112596,20211122226,264998,Germany,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112597,20211122226,264998,Ireland,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112598,20211122226,264998,Ireland,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112603,20211122226,264998,Germany,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112604,20211122226,264998,Portugal,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112605,20211122226,264998,Portugal,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112607,20211122226,264998,Norway,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112608,20211122226,264998,Norway,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112609,20211122226,264998,Korea,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,7.0,PPM,-,,Food Code (No 54/2021) (Consolidated June-2021) (Korean) - (Table 4) Pesticide Residues - Data 1,doc=kr_foodcode_54_june2021_ko.pdf&pg=2183,**Citation details:**<br>    **Substance:** ìì¸íë¯¸íë¦¬ë(Acetamiprid) **function:** Pesticides  **usage:** Tea [ì°¨]   **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112616,20211122226,264998,Spain,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112617,20211122226,264998,Spain,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112627,20211122226,264998,Italy,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112628,20211122226,264998,Italy,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112629,20211122226,264998,Japan,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,30.0,PPM,-,,Maximum Residue Limits (MRLs) of Agricultural Chemicals in Foods - Acetamiprid - Pesticide Residues,doc=jp_foodsanlaw_en.pdf&pg=1,**Citation details:**<br>    **Substance:** Acetamiprid **function:** Pesticides  **usage:** Tea   **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112633,20211122226,264998,European Union,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS   **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112634,20211122226,264998,European Union,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas   **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112635,20211122226,264998,France,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112636,20211122226,264998,France,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112637,20211122226,264998,Czech Republic,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112638,20211122226,264998,Czech Republic,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112639,20211122226,264998,Bulgaria,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112640,20211122226,264998,Bulgaria,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112642,20211122226,264998,France,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.1,PPM,-,,"Order of August 5, 1992 (Consolidated-2008): Eligible pesticide residues (French) - Annexe IV",doc=fr_arrete_5_aout_1992_cons08.pdf&pg=63,**Citation details:**<br>    **Substance:** AcÃ©tamipride **function:** Pesticides  **usage:** thÃ©- houblon   **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112644,20211122226,264998,United Kingdom,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112645,20211122226,264998,United Kingdom,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112646,20211122226,264998,Austria,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112647,20211122226,264998,Austria,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112648,20211122226,264998,Hungary,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112649,20211122226,264998,Hungary,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0610000 Teas **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
1112651,20211122226,264998,Greece,"Tea (dried leaves, stalks and flowers)",2021-11-22,Pesticides,LIMITED,<=,0.05,PPM,-,,EU Pesticides Database: Regulation (EC) 396/2005 as amended - Acetamiprid,doc=eu_pest_en.pdf&pg=1,**Citation details:**<br> **comments:** (*) Indicates lower limit of analytical determination   **Substance:** Acetamiprid **function:** Pesticides  **usage:** 0600000 TEAS- COFFEE- HERBAL INFUSIONS- COCOA AND CAROBS **country:** European Union  **Class** PESTICIDES: NEONICOTINOID INSECTICIDE  ,0,
